Bus_name,Bus_type,Start_time,End_time,Total_duration,Prices,Seats_Available,Ratings,Route_name,Route_link
HRTC - 912,Ordinary 3+2 Non AC Seater,15:40,23:10,07h 30m,INR 395,33 Seats available,3.9,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh
,,,,,,,,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh
,,,,,,,,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh
,,,,,,,,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh
,,,,,,,,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh
,,,,,,,,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh
,,,,,,,,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh
,,,,,,,,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),16:45,23:00,06h 15m,INR 499,26 Seats available,"4.4
42",Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),17:45,23:55,06h 10m,555,35 Seats available,3.9,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh
Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),17:50,23:59,06h 09m,INR 700,26 Seats available,4.1,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh
,,,,,,,,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh
,,,,,,,,Kullu to Chandigarh,https://www.redbus.in/bus-tickets/kullu-to-chandigarh
HRTC - 955,Ordinary 3+2 Non AC Seater,14:40,23:55,09h 15m,INR 453,35 Seats available,3.9,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh
HRTC - 1104,Ordinary 3+2 Non AC Seater,15:35,00:20,08h 45m,INR 451,33 Seats available,3.9,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh
HRTC - 952,,15:45,00:20,08h 35m,INR 450,37 Seats available,3.9,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh
,,,,,,,,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh
,,,,,,,,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh
,,,,,,,,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh
,,,,,,,,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh
,,,,,,,,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh
,,,,,,,,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh
,,,,,,,,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh
HRTC - 1552,Ordinary 3+2 Non AC Seater,13:54,18:03,04h 09m,INR 242,37 Seats available,3.9,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla
HRTC - 1556,Ordinary 3+2 Non AC Seater,14:48,19:00,04h 12m,INR 242,37 Seats available,3.9,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla
HRTC - 126,Ordinary 3+2 Non AC Seater,15:15,19:45,04h 30m,INR 242,37 Seats available,3.9,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla
,,,,,,,,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla
,,,,,,,,Chandigarh to Shimla,https://www.redbus.in/bus-tickets/chandigarh-to-shimla
HRTC - 1137,Ordinary 3+2 Non AC Seater,14:25,20:15,05h 50m,INR 365,37 Seats available,3.9,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
HRTC - 127,Himsuta AC Seater Volvo/Scania 2+2,14:50,21:40,06h 50m,INR 680,28 Seats available,3.9,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
HRTC - 1526,Ordinary 3+2 Non AC Seater,15:30,21:00,05h 30m,INR 365,27 Seats available,3.9,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
HRTC - 1514,Ordinary 3+2 Non AC Seater,16:00,22:45,06h 45m,INR 395,37 Seats available,3.9,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
,,,,,,,,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
,,,,,,,,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
,,,,,,,,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
,,,,,,,,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
,,,,,,,,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra
HRTC - 967,Ordinary 3+2 Non AC Seater,15:00,03:15,12h 15m,INR 630,37 Seats available,"1.4
5",Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
HRTC - 653,A/C Executive (2+3),17:05,05:30,12h 25m,INR 797,44 Seats available,"2.4
8",Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
,,,,,,,,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
,,,,,,,,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
,,,,,,,,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
,,,,,,,,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
,,,,,,,,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
,,,,,,,,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
,,,,,,,,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
,,,,,,,,Kangra to Delhi,https://www.redbus.in/bus-tickets/kangra-to-delhi
HRTC - 680,Ordinary 3+2 Non AC Seater,18:18,04:30,10h 12m,INR 485,33 Seats available,"3.8
4",Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi
HRTC - 763,Ordinary 3+2 Non AC Seater,19:40,04:00,08h 20m,INR 463,32 Seats available,"4.7
10",Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi
HRTC - 700,Himsuta AC Seater Volvo/Scania 2+2,20:00,04:30,08h 30m,INR 912,31 Seats available,"4.4
32",Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi
,,,,,,,,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi
,,,,,,,,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi
,,,,,,,,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi
UPSRTC - BLY0157,Ordinary Non AC Seater 2+3,13:00,18:30,05h 30m,INR 448,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - BLY0106,Shatabdi AC Seater 2+2,13:01,18:00,04h 59m,INR 598,37 Seats available,"3.0
8",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - STD0081,Ordinary Non AC Seater 2+3,13:20,20:47,07h 27m,INR 450,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - BLY0146,Rajdhani Non AC Seater 2+3,13:30,18:30,05h 00m,INR 448,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - BRT0062,Ordinary Non AC Seater 2+3,13:30,20:40,07h 10m,INR 448,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - KSB0081,Shatabdi AC Seater 2+2,13:46,19:31,05h 45m,INR 598,37 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - BDN0037,Ordinary Non AC Seater 2+3,14:00,21:30,07h 30m,INR 476,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - RKD0151,Ordinary Non AC Seater 2+3,14:01,19:31,05h 30m,INR 415,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - BLY0109,Janrath AC Seater 2+2,15:02,19:45,04h 43m,INR 598,35 Seats available,"2.5
14",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - KSB0083,Shatabdi AC Seater 2+2,15:46,21:46,06h 00m,INR 598,37 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - STD0147,Ordinary Non AC Seater 2+3,16:00,23:15,07h 15m,INR 448,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - RKD0109,Janrath AC Seater 2+2,16:31,22:00,05h 29m,INR 598,36 Seats available,"2.4
6",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - BRT0036,Ordinary Non AC Seater 2+3,17:00,00:10,07h 10m,INR 449,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - BLY0148,Rajdhani Non AC Seater 2+3,17:00,22:00,05h 00m,INR 448,52 Seats available,3.3,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - BLY0107,Janrath AC Seater 2+2,17:02,21:45,04h 43m,INR 598,36 Seats available,"2.1
10",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),22:15,04:15,06h 00m,INR 799,37 Seats available,"4.5
56",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
New Khaira TPT,AC Sleeper (2+1),20:30,02:50,06h 20m,INR 749,19 Seats available,"3.3
14",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
New Khaira Transport,A/C Seater / Sleeper (2+2),21:30,04:30,07h 00m,INR 600,40 Seats available,"2.8
7",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
SHRI RAM TRAVELS,A/C Seater (2+2),23:59,05:15,05h 16m,INR 740,18 Seats available,"3.9
22",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
SHRI RAM TRAVELS,A/C Seater (2+2),18:00,23:15,05h 15m,INR 740,19 Seats available,"3.4
10",Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly
UPSRTC - PTG0149,Rajdhani Non AC Seater 2+3,12:50,16:10,03h 20m,INR 224,51 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - BDV0475,Janrath AC Seater 2+3,13:01,15:30,02h 29m,INR 263,48 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - BDV0091,Ordinary Non AC Seater 2+3,13:58,17:18,03h 20m,INR 203,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - BDV0095,Ordinary Non AC Seater 2+3,14:28,17:48,03h 20m,INR 203,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - BDV0461,Janrath AC Seater 2+2,14:32,17:32,03h 00m,INR 304,36 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - KSN0054,Janrath AC Seater 2+3,14:45,18:19,03h 34m,INR 291,48 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - BDV0107,Ordinary Non AC Seater 2+3,15:50,19:10,03h 20m,INR 203,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - ALI0004,Janrath AC Seater 2+3,16:00,20:00,04h 00m,INR 263,48 Seats available,"2.2
14",Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - HDD0252,Ordinary Non AC Seater 2+3,16:01,20:15,04h 14m,INR 255,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - HDD0166,Ordinary Non AC Seater 2+3,16:27,18:11,01h 44m,INR 252,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - BDV0085,Ordinary Non AC Seater 2+3,16:28,19:48,03h 20m,INR 203,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - ALI0176,Janrath AC Seater 2+2,16:29,19:30,03h 01m,INR 304,36 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - BDV0099,Ordinary Non AC Seater 2+3,16:30,19:50,03h 20m,INR 203,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - HDD0254,Ordinary Non AC Seater 2+3,17:01,21:00,03h 59m,INR 255,52 Seats available,3.3,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - BDV0175,Janrath AC Seater 2+2,17:29,20:29,03h 00m,INR 304,36 Seats available,"2.9
4",Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),22:00,01:30,03h 30m,INR 670,51 Seats available,2.4,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
Chaturvedi Bus Service,NON AC Seater / Sleeper 2+1,21:00,00:30,03h 30m,INR 670,45 Seats available,2.4,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),19:30,01:30,06h 00m,INR 520,51 Seats available,2.4,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
Chaturvedi Bus Service,A/C Seater / Sleeper (2+1),20:40,02:30,05h 50m,INR 600,48 Seats available,2.4,Delhi to Aligarh (uttar pradesh),https://www.redbus.in/bus-tickets/delhi-to-aligarh-uttar-pradesh
UPSRTC - BSR0059,Ordinary Non AC Seater 2+3,18:32,02:00,07h 28m,INR 485,52 Seats available,3.3,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
UPSRTC - FKP0029,Janrath AC Seater 2+2,21:00,05:55,08h 55m,INR 710,36 Seats available,"2.6
16",Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30,05:30,09h 00m,INR 699,30 Seats available,"1.0
8",Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),20:00,05:15,09h 15m,INR 600,51 Seats available,"3.5
12",Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
Chaturvedi Bus Service,A/C Seater / Sleeper (2+1),19:30,05:00,09h 30m,INR 570,47 Seats available,"1.2
10",Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),18:00,06:00,12h 00m,INR 1200,26 Seats available,New,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:45,05:00,10h 15m,INR 550,40 Seats available,4.1,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,19:00,05:00,10h 00m,INR 550,40 Seats available,4.1,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
Yuvraj Travels,NON AC Seater / Sleeper 2+1,18:30,06:00,11h 30m,INR 550,40 Seats available,4.1,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),16:30,03:30,11h 00m,INR 570,51 Seats available,2.5,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
Chaturvedi Bus Service,NON AC Seater / Sleeper 2+1,16:00,02:30,10h 30m,INR 620,45 Seats available,2.5,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,18:30,05:20,10h 50m,INR 600,44 Seats available,1.4,Farrukhabad (Uttar Pradesh) to Delhi,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi
UPSRTC - MZP0003,Rajdhani Non AC Seater 2+3,16:20,22:00,05h 40m,INR 314,51 Seats available,3.3,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad
UPSRTC - ALM0180,Volvo AC Seater 2+2,17:15,21:45,04h 30m,INR 658,39 Seats available,3.3,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad
UPSRTC - ALM0017,Volvo AC Seater 2+2,18:30,23:00,04h 30m,INR 658,39 Seats available,"2.4
4",Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad
UPSRTC - RBL0010,Ordinary Non AC Seater 2+3,19:00,00:00,05h 00m,INR 310,52 Seats available,3.3,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad
UPSRTC - ALM0019,Volvo AC Seater 2+2,19:30,23:59,04h 29m,INR 658,39 Seats available,"4.1
4",Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad
UPSRTC - RBL0014,Ordinary Non AC Seater 2+3,19:40,00:40,05h 00m,INR 310,52 Seats available,3.3,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad
UPSRTC - MZP0014,Ordinary Non AC Seater 2+3,20:00,01:28,05h 28m,INR 310,52 Seats available,3.3,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad
UPSRTC - ALM0021,Volvo AC Seater 2+2,20:30,01:00,04h 30m,INR 658,39 Seats available,3.3,Lucknow to Allahabad,https://www.redbus.in/bus-tickets/lucknow-to-allahabad
